1,0000000000000000000
-0,0000942998813115992
2,0000000000000000000
-0,0000916398785193451
3,0000000000000000000
-0,0000916398785193451
4,0000000000000000000
-0,0000916398785193451
5,0000000000000000000
-0,0000929698799154721
6,0000000000000000000
-0,0000942998813115992
7,0000000000000000000
-0,0000942998813115992
8,0000000000000000000
-0,0000942998813115992
9,0000000000000000000
-0,0000929698799154721
10,0000000000000000000
-0,0000929698799154721
11,0000000000000000000
-0,0000916398785193451
12,0000000000000000000
-0,0000929698799154721
13,0000000000000000000
-0,0000929698799154721
14,0000000000000000000
-0,0000942998813115992
15,0000000000000000000
-0,0000942998813115992
16,0000000000000000000
-0,0000916398785193451
17,0000000000000000000
-0,0000916398785193451
18,0000000000000000000
-0,0000903098843991756
19,0000000000000000000
-0,0000903098843991756
20,0000000000000000000
-0,0000916398785193451
21,0000000000000000000
-0,0000929698799154721
22,0000000000000000000
-0,0000903098843991756
23,0000000000000000000
-0,0000916398785193451
24,0000000000000000000
-0,0000916398785193451
25,0000000000000000000
-0,0000903098843991756
26,0000000000000000000
-0,0000903098843991756
27,0000000000000000000
-0,0000903098843991756
28,0000000000000000000
-0,0000916398785193451
29,0000000000000000000
-0,0000916398785193451
30,0000000000000000000
-0,0000903098843991756
31,0000000000000000000
-0,0000903098843991756
32,0000000000000000000
-0,0000916398785193451
33,0000000000000000000
-0,0000929698799154721
34,0000000000000000000
-0,0000929698799154721
35,0000000000000000000
-0,0000916398785193451
36,0000000000000000000
-0,0000903098843991756
37,0000000000000000000
-0,0000903098843991756
38,0000000000000000000
-0,0000916398785193451
39,0000000000000000000
-0,0000916398785193451
40,0000000000000000000
-0,0000916398785193451
41,0000000000000000000
-0,0000942998813115992
42,0000000000000000000
-0,0000916398785193451
43,0000000000000000000
-0,0000916398785193451
44,0000000000000000000
-0,0000916398785193451
45,0000000000000000000
-0,0000916398785193451
46,0000000000000000000
-0,0000916398785193451
47,0000000000000000000
-0,0000903098843991756
48,0000000000000000000
-0,0000916398785193451
49,0000000000000000000
-0,0000903098843991756
50,0000000000000000000
-0,0000916398785193451
51,0000000000000000000
-0,0000903098843991756
52,0000000000000000000
-0,0000903098843991756
53,0000000000000000000
-0,0000916398785193451
54,0000000000000000000
-0,0000903098843991756
55,0000000000000000000
-0,0000903098843991756
56,0000000000000000000
-0,0000889798830030486
57,0000000000000000000
-0,0000889798830030486
58,0000000000000000000
-0,0000876498816069216
59,0000000000000000000
-0,0000889798830030486
60,0000000000000000000
-0,0000916398785193451
61,0000000000000000000
-0,0000916398785193451
62,0000000000000000000
-0,0000889798830030486
63,0000000000000000000
-0,0000889798830030486
64,0000000000000000000
-0,0000889798830030486
65,0000000000000000000
-0,0000889798830030486
66,0000000000000000000
-0,0000903098843991756
67,0000000000000000000
-0,0000889798830030486
68,0000000000000000000
-0,0000903098843991756
69,0000000000000000000
-0,0000889798830030486
70,0000000000000000000
-0,0000876498816069216
71,0000000000000000000
-0,0000876498816069216
72,0000000000000000000
-0,0000903098843991756
73,0000000000000000000
-0,0000916398785193451
74,0000000000000000000
-0,0000929698799154721
75,0000000000000000000
-0,0000916398785193451
76,0000000000000000000
-0,0000903098843991756
77,0000000000000000000
-0,0000916398785193451
78,0000000000000000000
-0,0000916398785193451
79,0000000000000000000
-0,0000916398785193451
80,0000000000000000000
-0,0000916398785193451
81,0000000000000000000
-0,0000916398785193451
82,0000000000000000000
-0,0000903098843991756
83,0000000000000000000
-0,0000889798830030486
84,0000000000000000000
-0,0000863198802107945
85,0000000000000000000
-0,0000889798830030486
86,0000000000000000000
-0,0000903098843991756
87,0000000000000000000
-0,0000903098843991756
88,0000000000000000000
-0,0000929698799154721
89,0000000000000000000
-0,0000903098843991756
90,0000000000000000000
-0,0000903098843991756
91,0000000000000000000
-0,0000876498816069216
92,0000000000000000000
-0,0000876498816069216
93,0000000000000000000
-0,0000889798830030486
94,0000000000000000000
-0,0000889798830030486
95,0000000000000000000
-0,0000903098843991756
96,0000000000000000000
-0,0000889798830030486
97,0000000000000000000
-0,0000876498816069216
98,0000000000000000000
-0,0000863198802107945
99,0000000000000000000
-0,0000889798830030486
100,0000000000000000000
-0,0000889798830030486
101,0000000000000000000
-0,0000903098843991756
102,0000000000000000000
-0,0000889798830030486
103,0000000000000000000
-0,0000889798830030486
104,0000000000000000000
-0,0000889798830030486
105,0000000000000000000
-0,0000889798830030486
106,0000000000000000000
-0,0000903098843991756
107,0000000000000000000
-0,0000916398785193451
108,0000000000000000000
-0,0000916398785193451
109,0000000000000000000
-0,0000903098843991756
110,0000000000000000000
-0,0000903098843991756
111,0000000000000000000
-0,0000889798830030486
112,0000000000000000000
-0,0000929698799154721
113,0000000000000000000
-0,0000929698799154721
114,0000000000000000000
-0,0000929698799154721
115,0000000000000000000
-0,0000916398785193451
116,0000000000000000000
-0,0000903098843991756
117,0000000000000000000
-0,0000903098843991756
118,0000000000000000000
-0,0000889798830030486
119,0000000000000000000
-0,0000916398785193451
120,0000000000000000000
-0,0000903098843991756
121,0000000000000000000
-0,0000929698799154721
122,0000000000000000000
-0,0000916398785193451
123,0000000000000000000
-0,0000929698799154721
124,0000000000000000000
-0,0000916398785193451
125,0000000000000000000
-0,0000916398785193451
126,0000000000000000000
-0,0000916398785193451
127,0000000000000000000
-0,0000889798830030486
128,0000000000000000000
-0,0000903098843991756
129,0000000000000000000
-0,0000889798830030486
130,0000000000000000000
-0,0000916398785193451
131,0000000000000000000
-0,0000903098843991756
132,0000000000000000000
-0,0000929698799154721
133,0000000000000000000
-0,0000916398785193451
134,0000000000000000000
-0,0000916398785193451
135,0000000000000000000
-0,0000916398785193451
136,0000000000000000000
-0,0000903098843991756
137,0000000000000000000
-0,0000889798830030486
138,0000000000000000000
-0,0000889798830030486
139,0000000000000000000
-0,0000916398785193451
140,0000000000000000000
-0,0000916398785193451
141,0000000000000000000
-0,0000929698799154721
142,0000000000000000000
-0,0000916398785193451
143,0000000000000000000
-0,0000903098843991756
144,0000000000000000000
-0,0000916398785193451
145,0000000000000000000
-0,0000903098843991756
146,0000000000000000000
-0,0000916398785193451
147,0000000000000000000
-0,0000903098843991756
148,0000000000000000000
-0,0000929698799154721
149,0000000000000000000
-0,0000889798830030486
150,0000000000000000000
-0,0000889798830030486
151,0000000000000000000
-0,0000889798830030486
152,0000000000000000000
-0,0000916398785193451
153,0000000000000000000
-0,0000916398785193451
154,0000000000000000000
-0,0000929698799154721
155,0000000000000000000
